model,level,example_id,strict_quality,lenient_quality,content_presence,judge_quality,parse_path
gemini-flash,2,14,0.0,1.0,1.0,0.9,markdown_list
gemini-flash,2,15,0.0,0.75,0.75,0.7,markdown_list
gemini-flash,2,16,0.0,1.0,0.75,0.8,markdown_list
gemini-flash,2,17,0.0,1.0,1.0,0.7,markdown_list
gemini-flash,2,18,0.0,0.75,0.75,1.0,markdown_list
gemini-flash,2,19,0.0,1.0,1.0,0.85,markdown_list
gemini-flash,3,0,0.75,0.75,0.75,0.8,json
gemini-flash,3,1,1.0,1.0,0.75,0.85,json
gemini-flash,3,2,1.0,1.0,1.0,0.9,json
gemini-flash,3,3,0.75,1.0,0.75,0.8,json
gemini-flash,3,4,0.5,0.75,0.75,0.8,json
gemini-flash,3,5,0.75,0.75,0.75,0.8,json
gemini-flash,3,6,0.75,0.75,0.75,0.8,json
gemini-flash,3,7,0.75,1.0,1.0,0.7,json
gemini-flash,3,8,1.0,1.0,1.0,0.9,json
gemini-flash,3,9,0.75,0.75,0.75,0.85,json
gemini-flash,3,10,0.75,1.0,0.75,0.8,json
gemini-flash,3,11,0.5,0.5,0.5,0.7,json
gemini-flash,3,12,1.0,1.0,0.75,0.85,json
gemini-flash,3,13,0.75,1.0,1.0,0.85,json
gemini-flash,3,14,1.0,1.0,0.75,0.8,json
gemini-flash,3,15,1.0,1.0,1.0,0.8,json
gemini-flash,3,16,0.75,1.0,0.75,0.8,json
gemini-flash,3,17,0.75,1.0,0.75,0.75,json
gemini-flash,3,18,0.75,0.75,0.75,0.85,json
gemini-flash,3,19,1.0,1.0,0.75,0.8,json
gemini-flash,4,0,1.0,1.0,1.0,0.75,json
gemini-flash,4,1,1.0,1.0,1.0,0.75,json
gemini-flash,4,2,1.0,1.0,1.0,0.75,json
gemini-flash,4,3,0.75,1.0,1.0,0.75,json
gemini-flash,4,4,0.75,1.0,1.0,0.8,json
gemini-flash,4,5,0.75,0.75,1.0,0.75,json
gemini-flash,4,7,0.75,1.0,1.0,0.7,json
gemini-flash,4,8,0.75,0.75,0.75,0.75,json
gemini-flash,4,9,1.0,1.0,1.0,0.8,json
gemini-flash,4,10,1.0,1.0,0.75,0.8,json
gemini-flash,4,11,0.5,0.5,0.5,0.75,json
gemini-flash,4,12,0.75,0.75,0.75,0.85,json
gemini-flash,4,13,0.75,1.0,1.0,0.85,json
gemini-flash,4,14,1.0,1.0,1.0,0.8,json
gemini-flash,4,15,1.0,1.0,1.0,0.85,json
gemini-flash,4,16,0.75,1.0,1.0,0.8,json
gemini-flash,4,17,1.0,1.0,1.0,0.85,json
gemini-flash,4,18,0.75,0.75,0.75,0.85,json
gemini-flash,4,19,1.0,1.0,1.0,0.85,json
gemini-flash,5,0,1.0,1.0,1.0,0.8,json
gemini-flash,5,1,1.0,1.0,1.0,0.75,json
gemini-flash,5,2,1.0,1.0,1.0,0.8,json
gemini-flash,5,3,0.75,1.0,1.0,0.7,json
gemini-flash,5,4,1.0,1.0,1.0,0.8,json
gemini-flash,5,5,0.75,0.75,1.0,0.75,json
gemini-flash,5,7,1.0,1.0,1.0,0.8,json
gemini-flash,5,8,0.75,0.75,0.75,0.85,json
gemini-flash,5,9,1.0,1.0,1.0,0.8,json
gemini-flash,5,10,1.0,1.0,0.75,0.85,json
gemini-flash,5,11,0.5,0.5,0.5,0.75,json
gemini-flash,5,12,0.75,0.75,0.75,0.85,json
gemini-flash,5,13,1.0,1.0,1.0,0.85,json
gemini-flash,5,14,1.0,1.0,1.0,0.8,json
gemini-flash,5,15,1.0,1.0,1.0,0.85,json
gemini-flash,5,16,1.0,1.0,1.0,1.0,json
gemini-flash,5,17,1.0,1.0,1.0,1.0,json
gemini-flash,5,18,0.75,0.75,0.75,0.85,json
gemini-flash,5,19,1.0,1.0,1.0,0.85,json
gemini-flash,6,0,1.0,1.0,1.0,0.75,json
gemini-flash,6,1,1.0,1.0,1.0,1.0,json
gemini-flash,6,2,1.0,1.0,1.0,1.0,json
gemini-flash,6,3,1.0,1.0,1.0,0.8,json
gemini-flash,6,4,1.0,1.0,1.0,0.8,json
gemini-flash,6,5,0.75,0.75,1.0,0.65,json
gemini-flash,6,6,0.75,0.75,0.75,0.8,json
gemini-flash,6,7,1.0,1.0,1.0,0.75,json
gemini-flash,6,8,0.75,0.75,0.75,0.75,json
gemini-flash,6,9,1.0,1.0,1.0,0.95,json
gemini-flash,6,10,1.0,1.0,0.75,0.85,json
gemini-flash,6,11,1.0,1.0,1.0,1.0,json
gemini-flash,6,12,0.75,0.75,0.75,0.85,json
gemini-flash,6,13,1.0,1.0,1.0,0.85,json
gemini-flash,6,14,1.0,1.0,1.0,0.8,json
gemini-flash,6,15,1.0,1.0,1.0,1.0,json
gemini-flash,6,16,0.75,1.0,1.0,0.85,json
gemini-flash,6,17,1.0,1.0,1.0,0.85,json
gemini-flash,6,18,0.75,0.75,0.75,0.85,json
gemini-flash,6,19,1.0,1.0,1.0,0.85,json
gemini-flash,7,0,1.0,1.0,1.0,0.75,json
gemini-flash,7,1,1.0,1.0,1.0,1.0,json
gemini-flash,7,2,1.0,1.0,1.0,0.8,json
gemini-flash,7,3,1.0,1.0,1.0,1.0,json
gemini-flash,7,4,1.0,1.0,1.0,1.0,json
gemini-flash,7,5,0.75,0.75,1.0,0.85,json
gemini-flash,7,6,0.75,0.75,0.75,0.8,json
gemini-flash,7,7,1.0,1.0,1.0,0.75,json
gemini-flash,7,8,0.75,0.75,0.75,0.85,json
gemini-flash,7,9,1.0,1.0,1.0,1.0,json
gemini-flash,7,10,1.0,1.0,0.75,0.85,json
gemini-flash,7,11,0.75,0.75,0.75,0.85,json
gemini-flash,7,12,0.75,0.75,0.75,0.85,json
gemini-flash,7,13,1.0,1.0,1.0,1.0,json
gemini-flash,7,14,1.0,1.0,1.0,1.0,json
gemini-flash,7,15,1.0,1.0,1.0,1.0,json
gemini-flash,7,16,1.0,1.0,1.0,1.0,json
gemini-flash,7,17,1.0,1.0,1.0,1.0,json
gemini-flash,7,19,1.0,1.0,1.0,1.0,json
