==========================================
REBUTTAL EXPERIMENTS — Wed Jun 10 22:06:17 EDT 2026
==========================================

[1/4] NER held-out task (6 models × 7 levels × 20 examples)
Started: Wed Jun 10 22:06:17 EDT 2026
Judge model: gpt-4o-mini
Models:    ['llama-3.1-8b', 'llama-3.3-70b', 'qwen3-32b', 'claude-haiku', 'gemini-flash']
Tasks:     ['ner']
Levels:    7 per task
Evaluator: llm_judge
Total:     700 experiments

Resuming: 700 experiments already done
[llama-3.1-8b | ner | level 1 | ex 1] SKIP
[llama-3.1-8b | product_extraction | level 7 | ex 20] quality=0.850 tokens=306
[llama-3.1-8b | instruction_following | level 1 | ex 1] quality=1.000 tokens=51
[llama-3.1-8b | instruction_following | level 1 | ex 2] quality=0.950 tokens=50
[llama-3.1-8b | instruction_following | level 1 | ex 3] quality=0.900 tokens=45
[llama-3.1-8b | instruction_following | level 1 | ex 4] quality=1.000 tokens=52
[llama-3.1-8b | instruction_following | level 1 | ex 5] quality=0.950 tokens=47
[llama-3.1-8b | instruction_following | level 1 | ex 6] quality=1.000 tokens=49
[llama-3.1-8b | instruction_following | level 1 | ex 7] quality=1.000 tokens=50
[llama-3.1-8b | instruction_following | level 1 | ex 8] quality=0.950 tokens=54
[llama-3.1-8b | instruction_following | level 1 | ex 9] quality=0.950 tokens=50
[llama-3.1-8b | instruction_following | level 1 | ex 10] quality=0.950 tokens=51
[llama-3.1-8b | instruction_following | level 1 | ex 11] quality=0.950 tokens=50
[llama-3.1-8b | instruction_following | level 1 | ex 12] quality=0.950 tokens=50
[llama-3.1-8b | instruction_following | level 1 | ex 13] quality=0.950 tokens=52
[llama-3.1-8b | instruction_following | level 1 | ex 14] quality=0.950 tokens=51
[llama-3.1-8b | instruction_following | level 1 | ex 15] quality=0.400 tokens=50
[llama-3.1-8b | instruction_following | level 1 | ex 16] quality=0.400 tokens=48
[llama-3.1-8b | instruction_following | level 1 | ex 17] quality=0.400 tokens=47
[llama-3.1-8b | instruction_following | level 1 | ex 18] quality=0.400 tokens=54
[llama-3.1-8b | instruction_following | level 1 | ex 19] quality=0.400 tokens=52
[llama-3.1-8b | instruction_following | level 1 | ex 20] quality=0.400 tokens=53
[llama-3.1-8b | instruction_following | level 2 | ex 1] quality=1.000 tokens=56
[llama-3.1-8b | instruction_following | level 2 | ex 2] quality=0.950 tokens=55
[llama-3.1-8b | instruction_following | level 2 | ex 3] quality=1.000 tokens=50
[llama-3.1-8b | instruction_following | level 2 | ex 4] quality=0.950 tokens=57
[llama-3.1-8b | instruction_following | level 2 | ex 5] quality=0.850 tokens=52
[llama-3.1-8b | instruction_following | level 2 | ex 6] quality=1.000 tokens=54
[llama-3.1-8b | instruction_following | level 2 | ex 7] quality=1.000 tokens=55
[llama-3.1-8b | instruction_following | level 2 | ex 8] quality=1.000 tokens=59
[llama-3.1-8b | instruction_following | level 2 | ex 9] quality=0.950 tokens=55
[llama-3.1-8b | instruction_following | level 2 | ex 10] quality=0.950 tokens=56
[llama-3.1-8b | instruction_following | level 2 | ex 11] quality=1.000 tokens=55
[llama-3.1-8b | instruction_following | level 2 | ex 12] quality=0.950 tokens=55
[llama-3.1-8b | instruction_following | level 2 | ex 13] quality=0.950 tokens=57
[llama-3.1-8b | instruction_following | level 2 | ex 14] quality=1.000 tokens=56
[llama-3.1-8b | instruction_following | level 2 | ex 15] quality=0.400 tokens=55
[llama-3.1-8b | instruction_following | level 2 | ex 16] quality=0.400 tokens=53
[llama-3.1-8b | instruction_following | level 2 | ex 17] quality=0.400 tokens=52
[llama-3.1-8b | instruction_following | level 2 | ex 18] quality=0.400 tokens=59
[llama-3.1-8b | instruction_following | level 2 | ex 19] quality=0.400 tokens=57
[llama-3.1-8b | instruction_following | level 2 | ex 20] quality=0.400 tokens=58
[llama-3.1-8b | instruction_following | level 3 | ex 1] quality=1.000 tokens=67
[llama-3.1-8b | instruction_following | level 3 | ex 2] quality=0.900 tokens=66
[llama-3.1-8b | instruction_following | level 3 | ex 3] quality=1.000 tokens=61
[llama-3.1-8b | instruction_following | level 3 | ex 4] quality=0.950 tokens=68
[llama-3.1-8b | instruction_following | level 3 | ex 5] quality=0.900 tokens=63
[llama-3.1-8b | instruction_following | level 3 | ex 6] quality=1.000 tokens=65
[llama-3.1-8b | instruction_following | level 3 | ex 7] quality=1.000 tokens=66
[llama-3.1-8b | instruction_following | level 3 | ex 8] quality=0.900 tokens=70
[llama-3.1-8b | instruction_following | level 3 | ex 9] quality=0.950 tokens=66
[llama-3.1-8b | instruction_following | level 3 | ex 10] quality=0.950 tokens=67
[llama-3.1-8b | instruction_following | level 3 | ex 11] quality=0.950 tokens=66
[llama-3.1-8b | instruction_following | level 3 | ex 12] quality=0.950 tokens=66
[llama-3.1-8b | instruction_following | level 3 | ex 13] quality=0.900 tokens=68
[llama-3.1-8b | instruction_following | level 3 | ex 14] quality=0.950 tokens=67
[llama-3.1-8b | instruction_following | level 3 | ex 15] quality=0.400 tokens=66
[llama-3.1-8b | instruction_following | level 3 | ex 16] quality=0.400 tokens=64
[llama-3.1-8b | instruction_following | level 3 | ex 17] quality=0.400 tokens=63
[llama-3.1-8b | instruction_following | level 3 | ex 18] quality=0.400 tokens=70
[llama-3.1-8b | instruction_following | level 3 | ex 19] quality=0.400 tokens=68
[llama-3.1-8b | instruction_following | level 3 | ex 20] quality=0.400 tokens=69
[llama-3.1-8b | instruction_following | level 4 | ex 1] quality=0.950 tokens=83
[llama-3.1-8b | instruction_following | level 4 | ex 2] quality=0.950 tokens=82
[llama-3.1-8b | instruction_following | level 4 | ex 3] quality=0.800 tokens=77
[llama-3.1-8b | instruction_following | level 4 | ex 4] quality=1.000 tokens=84
[llama-3.1-8b | instruction_following | level 4 | ex 5] quality=0.950 tokens=79
[llama-3.1-8b | instruction_following | level 4 | ex 6] quality=1.000 tokens=81
[llama-3.1-8b | instruction_following | level 4 | ex 7] quality=1.000 tokens=82
[llama-3.1-8b | instruction_following | level 4 | ex 8] quality=1.000 tokens=86
[llama-3.1-8b | instruction_following | level 4 | ex 9] quality=1.000 tokens=82
[llama-3.1-8b | instruction_following | level 4 | ex 10] quality=0.900 tokens=83
[llama-3.1-8b | instruction_following | level 4 | ex 11] quality=1.000 tokens=82
[llama-3.1-8b | instruction_following | level 4 | ex 12] quality=0.950 tokens=82
[llama-3.1-8b | instruction_following | level 4 | ex 13] quality=0.950 tokens=84
[llama-3.1-8b | instruction_following | level 4 | ex 14] quality=1.000 tokens=83
[llama-3.1-8b | instruction_following | level 4 | ex 15] quality=0.400 tokens=82
[llama-3.1-8b | instruction_following | level 4 | ex 16] quality=0.400 tokens=80
[llama-3.1-8b | instruction_following | level 4 | ex 17] quality=0.400 tokens=79
[llama-3.1-8b | instruction_following | level 4 | ex 18] quality=0.400 tokens=86
[llama-3.1-8b | instruction_following | level 4 | ex 19] quality=0.400 tokens=84
[llama-3.1-8b | instruction_following | level 4 | ex 20] quality=0.400 tokens=85
[llama-3.1-8b | instruction_following | level 5 | ex 1] quality=1.000 tokens=109
[llama-3.1-8b | instruction_following | level 5 | ex 2] quality=1.000 tokens=108
[llama-3.1-8b | instruction_following | level 5 | ex 3] quality=0.800 tokens=103
[llama-3.1-8b | instruction_following | level 5 | ex 4] quality=1.000 tokens=110
[llama-3.1-8b | instruction_following | level 5 | ex 5] quality=0.950 tokens=105
[llama-3.1-8b | instruction_following | level 5 | ex 6] quality=1.000 tokens=107
[llama-3.1-8b | instruction_following | level 5 | ex 7] quality=0.900 tokens=108
[llama-3.1-8b | instruction_following | level 5 | ex 8] quality=1.000 tokens=112
[llama-3.1-8b | instruction_following | level 5 | ex 9] quality=1.000 tokens=108
[llama-3.1-8b | instruction_following | level 5 | ex 10] quality=0.950 tokens=109
[llama-3.1-8b | instruction_following | level 5 | ex 11] quality=1.000 tokens=108
[llama-3.1-8b | instruction_following | level 5 | ex 12] quality=0.950 tokens=108
[llama-3.1-8b | instruction_following | level 5 | ex 13] quality=1.000 tokens=110
[llama-3.1-8b | instruction_following | level 5 | ex 14] quality=1.000 tokens=109
[llama-3.1-8b | instruction_following | level 5 | ex 15] quality=0.400 tokens=108
[llama-3.1-8b | instruction_following | level 5 | ex 16] quality=0.400 tokens=106
[llama-3.1-8b | instruction_following | level 5 | ex 17] quality=0.400 tokens=105
[llama-3.1-8b | instruction_following | level 5 | ex 18] quality=0.200 tokens=112
[llama-3.1-8b | instruction_following | level 5 | ex 19] quality=0.400 tokens=110
[llama-3.1-8b | instruction_following | level 5 | ex 20] quality=0.400 tokens=111
[llama-3.1-8b | instruction_following | level 6 | ex 1] quality=1.000 tokens=138
[llama-3.1-8b | instruction_following | level 6 | ex 2] quality=1.000 tokens=137
[llama-3.1-8b | instruction_following | level 6 | ex 3] quality=0.800 tokens=132
[llama-3.1-8b | instruction_following | level 6 | ex 4] quality=1.000 tokens=139
[llama-3.1-8b | instruction_following | level 6 | ex 5] quality=0.950 tokens=134
[llama-3.1-8b | instruction_following | level 6 | ex 6] quality=1.000 tokens=136
[llama-3.1-8b | instruction_following | level 6 | ex 7] quality=0.900 tokens=137
[llama-3.1-8b | instruction_following | level 6 | ex 8] quality=1.000 tokens=141
[llama-3.1-8b | instruction_following | level 6 | ex 9] quality=1.000 tokens=137
[llama-3.1-8b | instruction_following | level 6 | ex 10] quality=0.950 tokens=138
[llama-3.1-8b | instruction_following | level 6 | ex 11] quality=1.000 tokens=137
[llama-3.1-8b | instruction_following | level 6 | ex 12] quality=0.950 tokens=137
[llama-3.1-8b | instruction_following | level 6 | ex 13] quality=1.000 tokens=139
[llama-3.1-8b | instruction_following | level 6 | ex 14] quality=1.000 tokens=138
[llama-3.1-8b | instruction_following | level 6 | ex 15] quality=0.400 tokens=137
[llama-3.1-8b | instruction_following | level 6 | ex 16] quality=0.400 tokens=135
[llama-3.1-8b | instruction_following | level 6 | ex 17] quality=0.400 tokens=134
[llama-3.1-8b | instruction_following | level 6 | ex 18] quality=0.200 tokens=141
[llama-3.1-8b | instruction_following | level 6 | ex 19] quality=0.400 tokens=139
[llama-3.1-8b | instruction_following | level 6 | ex 20] quality=0.400 tokens=140
[llama-3.1-8b | instruction_following | level 7 | ex 1] quality=0.950 tokens=164
[llama-3.1-8b | instruction_following | level 7 | ex 2] quality=0.950 tokens=163
[llama-3.1-8b | instruction_following | level 7 | ex 3] quality=0.850 tokens=158
[llama-3.1-8b | instruction_following | level 7 | ex 4] quality=1.000 tokens=165
[llama-3.1-8b | instruction_following | level 7 | ex 5] quality=0.950 tokens=160
[llama-3.1-8b | instruction_following | level 7 | ex 6] quality=1.000 tokens=162
[llama-3.1-8b | instruction_following | level 7 | ex 7] quality=0.950 tokens=163
[llama-3.1-8b | instruction_following | level 7 | ex 8] quality=1.000 tokens=167
[llama-3.1-8b | instruction_following | level 7 | ex 9] quality=0.900 tokens=163
[llama-3.1-8b | instruction_following | level 7 | ex 10] quality=0.950 tokens=164
[llama-3.1-8b | instruction_following | level 7 | ex 11] quality=0.950 tokens=163
[llama-3.1-8b | instruction_following | level 7 | ex 12] quality=0.950 tokens=163
[llama-3.1-8b | instruction_following | level 7 | ex 13] quality=0.950 tokens=165
[llama-3.1-8b | instruction_following | level 7 | ex 14] quality=1.000 tokens=164
[llama-3.1-8b | instruction_following | level 7 | ex 15] quality=0.400 tokens=163
[llama-3.1-8b | instruction_following | level 7 | ex 16] quality=0.400 tokens=161
[llama-3.1-8b | instruction_following | level 7 | ex 17] quality=0.400 tokens=160
[llama-3.1-8b | instruction_following | level 7 | ex 18] quality=0.400 tokens=167
[llama-3.1-8b | instruction_following | level 7 | ex 19] quality=0.400 tokens=165
[llama-3.1-8b | instruction_following | level 7 | ex 20] quality=0.400 tokens=166
[llama-3.3-70b | classification | level 1 | ex 1] quality=1.000 tokens=58
[llama-3.3-70b | classification | level 1 | ex 2] quality=0.900 tokens=62
[llama-3.3-70b | classification | level 1 | ex 3] quality=0.950 tokens=65
[llama-3.3-70b | classification | level 1 | ex 4] quality=1.000 tokens=70
[llama-3.3-70b | classification | level 1 | ex 5] quality=0.950 tokens=63
[llama-3.3-70b | classification | level 1 | ex 6] quality=1.000 tokens=63
[llama-3.3-70b | classification | level 1 | ex 7] quality=1.000 tokens=67
[llama-3.3-70b | classification | level 1 | ex 8] quality=1.000 tokens=63
[llama-3.3-70b | classification | level 1 | ex 9] quality=1.000 tokens=66
[llama-3.3-70b | classification | level 1 | ex 10] quality=0.950 tokens=67
[llama-3.3-70b | classification | level 1 | ex 11] quality=0.550 tokens=60
[llama-3.3-70b | classification | level 1 | ex 12] quality=1.000 tokens=67
[llama-3.3-70b | classification | level 1 | ex 13] quality=0.900 tokens=68
[llama-3.3-70b | classification | level 1 | ex 14] quality=0.950 tokens=67
[llama-3.3-70b | classification | level 1 | ex 15] quality=0.400 tokens=60
[llama-3.3-70b | classification | level 1 | ex 16] quality=0.950 tokens=62
[llama-3.3-70b | classification | level 1 | ex 17] quality=0.650 tokens=67
[llama-3.3-70b | classification | level 1 | ex 18] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99954, Requested 122. Please try again in 1m5.664s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 1 | ex 19] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99951, Requested 170. Please try again in 1m44.544s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 1 | ex 20] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99948, Requested 175. Please try again in 1m46.271999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 1] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99945, Requested 176. Please try again in 1m44.544s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 2] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99942, Requested 171. Please try again in 1m37.631999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 3] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99940, Requested 133. Please try again in 1m3.071999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 4] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99937, Requested 138. Please try again in 1m4.8s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 5] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99934, Requested 181. Please try again in 1m39.36s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 6] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99931, Requested 172. Please try again in 1m28.992s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 7] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99928, Requested 185. Please try again in 1m37.631999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 8] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99925, Requested 181. Please try again in 1m31.584s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 9] quality=1.000 tokens=74
[llama-3.3-70b | classification | level 2 | ex 10] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99978, Requested 135. Please try again in 1m37.631999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 11] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99975, Requested 169. Please try again in 2m4.416s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 12] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99972, Requested 185. Please try again in 2m15.648s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 13] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99969, Requested 177. Please try again in 2m6.143999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 14] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99966, Requested 176. Please try again in 2m2.688s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 15] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99963, Requested 128. Please try again in 1m18.624s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 16] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99960, Requested 130. Please try again in 1m17.759999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 17] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99957, Requested 185. Please try again in 2m2.688s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 18] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99954, Requested 130. Please try again in 1m12.576s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 19] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99951, Requested 169. Please try again in 1m43.68s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 2 | ex 20] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99948, Requested 183. Please try again in 1m53.184s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 1] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99945, Requested 182. Please try again in 1m49.728s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 2] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99942, Requested 186. Please try again in 1m50.592s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 3] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99939, Requested 189. Please try again in 1m50.592s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 4] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99936, Requested 144. Please try again in 1m9.12s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 5] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99933, Requested 178. Please try again in 1m35.904s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 6] quality=1.000 tokens=77
[llama-3.3-70b | classification | level 3 | ex 7] quality=1.000 tokens=81
[llama-3.3-70b | classification | level 3 | ex 8] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99896, Requested 178. Please try again in 1m3.936s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 9] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99893, Requested 181. Please try again in 1m3.936s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 10] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99890, Requested 182. Please try again in 1m2.208s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 11] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99887, Requested 184. Please try again in 1m1.344s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 12] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99884, Requested 191. Please try again in 1m4.8s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
[llama-3.3-70b | classification | level 3 | ex 13] quality=1.000 tokens=82
[llama-3.3-70b | classification | level 3 | ex 14] ERROR: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01kg1cdc73egs97nsxv3vtnpne` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99887, Requested 191. Please try again in 1m7.391999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
